userid;register_time;country;;;;
39279;02/01/2017;SG;;;;
39282;09/05/2017;SG;;;;
39290;16/05/2017;SG;;;;
39300;21/01/2017;TW;;;;
39301;28/05/2017;VN;;;;
39310;30/01/2017;MY;;;;
39319;31/05/2017;ID;;;;
39324;05/05/2017;VN;;;;
39327;22/03/2017;SG;;;;
39331;04/01/2017;ID;;;;
39335;28/04/2017;PH;;;;
39342;18/01/2017;PH;;;;
39343;19/01/2017;SG;;;;
39347;31/05/2017;TH;;;;
39350;07/01/2017;TW;;;;
39360;30/03/2017;MY;;;;
39367;18/03/2017;VN;;;;
39375;10/03/2017;ID;;;;
39385;11/04/2017;TH;;;;
39395;18/05/2017;PH;;;;
39396;04/01/2017;MY;;;;
39401;15/05/2017;VN;;;;
39405;03/05/2017;MY;;;;
39413;27/04/2017;MY;;;;
39420;14/02/2017;PH;;;;
39427;31/01/2017;TH;;;;
39437;28/02/2017;VN;;;;
39440;06/03/2017;ID;;;;
39445;02/02/2017;PH;;;;
39446;01/06/2017;TW;;;;
39449;15/01/2017;SG;;;;
39452;28/04/2017;TW;;;;
39454;05/03/2017;PH;;;;
39457;23/01/2017;MY;;;;
39460;13/02/2017;ID;;;;
39467;02/05/2017;TW;;;;
39470;10/02/2017;SG;;;;
39480;30/05/2017;VN;;;;
39488;29/03/2017;TW;;;;
39491;22/05/2017;MY;;;;
39494;22/02/2017;SG;;;;
39502;16/01/2017;TW;;;;
39511;10/01/2017;MY;;;;
39517;08/03/2017;TH;;;;
39520;15/03/2017;ID;;;;
39523;25/02/2017;ID;;;;
39531;02/01/2017;ID;;;;
39536;07/01/2017;TW;;;;
39538;17/02/2017;ID;;;;
39544;30/03/2017;SG;;;;
39550;24/03/2017;TW;;;;
39553;12/04/2017;SG;;;;
39555;04/01/2017;PH;;;;
39561;17/03/2017;MY;;;;
39562;04/05/2017;TW;;;;
39563;17/03/2017;ID;;;;
39567;12/03/2017;MY;;;;
39570;30/05/2017;ID;;;;
39572;08/04/2017;SG;;;;
39577;26/03/2017;TH;;;;
39587;04/05/2017;ID;;;;
39592;15/02/2017;MY;;;;
39600;28/04/2017;TH;;;;
39601;17/04/2017;TH;;;;
39602;05/01/2017;SG;;;;
39607;14/01/2017;TW;;;;
39615;24/05/2017;TH;;;;
39622;08/05/2017;ID;;;;
39623;12/02/2017;MY;;;;
39627;15/03/2017;MY;;;;
39634;11/03/2017;MY;;;;
39641;16/03/2017;TH;;;;
39649;22/03/2017;VN;;;;
39655;16/05/2017;ID;;;;
39656;06/01/2017;TH;;;;
39666;25/01/2017;ID;;;;
39667;17/02/2017;SG;;;;
39672;14/04/2017;TH;;;;
39673;23/03/2017;PH;;;;
39676;13/01/2017;VN;;;;
39679;22/03/2017;SG;;;;
39684;01/04/2017;ID;;;;
39692;14/04/2017;ID;;;;
39695;27/01/2017;ID;;;;
39700;19/02/2017;SG;;;;
39702;03/01/2017;VN;;;;
39705;15/03/2017;VN;;;;
39713;23/05/2017;VN;;;;
39721;01/03/2017;TW;;;;
39723;29/03/2017;MY;;;;
39730;25/02/2017;SG;;;;
39732;05/03/2017;PH;;;;
39734;17/01/2017;VN;;;;
39740;03/01/2017;MY;;;;
39750;22/01/2017;TW;;;;
39757;25/04/2017;SG;;;;
39767;15/01/2017;SG;;;;
39774;01/06/2017;VN;;;;
39784;03/02/2017;SG;;;;
39791;20/02/2017;SG;;;;
39793;20/05/2017;SG;;;;
39797;18/03/2017;SG;;;;
39799;26/01/2017;TW;;;;
39807;02/04/2017;VN;;;;
39812;30/01/2017;SG;;;;
39817;30/03/2017;TW;;;;
39820;02/05/2017;TH;;;;
39829;21/03/2017;MY;;;;
39832;22/01/2017;SG;;;;
39841;28/04/2017;MY;;;;
39842;08/02/2017;VN;;;;
39848;29/03/2017;MY;;;;
39852;27/04/2017;TH;;;;
39859;19/03/2017;TH;;;;
39864;12/03/2017;VN;;;;
39867;10/03/2017;SG;;;;
39868;29/01/2017;SG;;;;
39878;09/03/2017;TH;;;;
39886;05/01/2017;SG;;;;
39892;18/01/2017;SG;;;;
39894;09/02/2017;TW;;;;
39895;25/04/2017;TW;;;;
39899;21/01/2017;SG;;;;
39905;27/05/2017;SG;;;;
39914;06/01/2017;TW;;;;
39923;20/05/2017;SG;;;;
39933;19/01/2017;TW;;;;
39940;10/02/2017;TH;;;;
39947;02/04/2017;TW;;;;
39949;14/01/2017;PH;;;;
39953;01/06/2017;SG;;;;
39962;23/01/2017;VN;;;;
39966;21/05/2017;ID;;;;
39971;09/05/2017;VN;;;;
39973;14/04/2017;VN;;;;
39978;02/04/2017;MY;;;;
39987;13/04/2017;SG;;;;
39997;05/05/2017;MY;;;;
40006;26/05/2017;VN;;;;
40015;22/04/2017;SG;;;;
40016;01/04/2017;TW;;;;
40020;20/02/2017;MY;;;;
40029;11/03/2017;PH;;;;
40039;24/05/2017;TW;;;;
40044;27/01/2017;VN;;;;
40045;12/01/2017;VN;;;;
40046;03/02/2017;ID;;;;
40053;19/04/2017;TW;;;;
40057;01/05/2017;TH;;;;
40058;20/04/2017;PH;;;;
40061;02/05/2017;VN;;;;
40068;27/04/2017;VN;;;;
40071;26/04/2017;VN;;;;
40079;30/04/2017;TH;;;;
40085;02/03/2017;SG;;;;
40093;03/05/2017;VN;;;;
40096;26/05/2017;VN;;;;
40098;03/03/2017;TW;;;;
40106;04/02/2017;TH;;;;
40107;29/04/2017;TW;;;;
40109;15/03/2017;MY;;;;
40115;15/05/2017;ID;;;;
40118;23/01/2017;MY;;;;
40127;11/05/2017;ID;;;;
40132;01/05/2017;MY;;;;
40141;02/03/2017;VN;;;;
40150;22/04/2017;VN;;;;
40154;13/02/2017;TH;;;;
40158;15/02/2017;TH;;;;
40168;25/01/2017;SG;;;;
40171;26/01/2017;PH;;;;
40172;15/01/2017;TW;;;;
40174;01/02/2017;PH;;;;
40182;02/04/2017;PH;;;;
40191;04/05/2017;PH;;;;
40200;26/05/2017;MY;;;;
40202;21/02/2017;TH;;;;
40204;02/04/2017;TH;;;;
40207;17/03/2017;ID;;;;
40217;16/01/2017;PH;;;;
40225;13/04/2017;PH;;;;
40227;10/05/2017;TH;;;;
40229;08/02/2017;TW;;;;
40239;13/01/2017;VN;;;;
40248;29/01/2017;VN;;;;
40250;11/02/2017;VN;;;;
40252;24/05/2017;MY;;;;
40253;09/02/2017;TW;;;;
40257;20/05/2017;ID;;;;
40262;05/04/2017;TW;;;;
40267;29/05/2017;MY;;;;
40274;28/02/2017;TH;;;;
40275;05/03/2017;TW;;;;
40283;22/05/2017;MY;;;;
40284;01/06/2017;PH;;;;
40294;17/03/2017;SG;;;;
40298;14/03/2017;SG;;;;
40304;23/02/2017;MY;;;;
40307;14/03/2017;SG;;;;
40315;21/03/2017;VN;;;;
40321;08/04/2017;MY;;;;
40328;07/05/2017;SG;;;;
40332;11/01/2017;VN;;;;
40341;26/04/2017;SG;;;;
40343;14/03/2017;MY;;;;
40348;31/01/2017;MY;;;;
40357;15/04/2017;MY;;;;
40363;14/03/2017;SG;;;;
40368;15/04/2017;TH;;;;
40374;04/03/2017;SG;;;;
40380;24/03/2017;TW;;;;
40384;21/04/2017;VN;;;;
40392;14/01/2017;TW;;;;
40398;09/04/2017;MY;;;;
40400;22/05/2017;TW;;;;
40409;19/04/2017;TH;;;;
40412;01/04/2017;MY;;;;
40414;21/02/2017;VN;;;;
40419;20/01/2017;TH;;;;
40428;17/04/2017;MY;;;;
40436;11/02/2017;VN;;;;
40444;04/01/2017;SG;;;;
40454;29/01/2017;PH;;;;
40458;01/05/2017;VN;;;;
40468;19/04/2017;PH;;;;
40470;02/03/2017;ID;;;;
40479;17/01/2017;MY;;;;
40483;01/05/2017;PH;;;;
40489;30/04/2017;TW;;;;
40495;05/05/2017;VN;;;;
40501;02/01/2017;SG;;;;
40508;09/04/2017;ID;;;;
40518;26/01/2017;PH;;;;
40526;29/05/2017;TW;;;;
40530;16/02/2017;ID;;;;
40534;23/05/2017;TH;;;;
40540;29/04/2017;MY;;;;
40548;18/05/2017;TH;;;;
40551;24/04/2017;TW;;;;
40554;13/01/2017;PH;;;;
40562;08/03/2017;TH;;;;
40571;19/03/2017;ID;;;;
40581;06/04/2017;TW;;;;
40586;26/01/2017;MY;;;;
40591;10/02/2017;ID;;;;
40592;04/04/2017;TH;;;;
40593;16/01/2017;TW;;;;
40603;23/05/2017;VN;;;;
40605;11/02/2017;TH;;;;
40613;11/05/2017;PH;;;;
40622;17/03/2017;TH;;;;
40628;24/04/2017;PH;;;;
40631;20/05/2017;VN;;;;
40633;26/05/2017;PH;;;;
40637;31/01/2017;TW;;;;
40642;27/01/2017;MY;;;;
40643;04/02/2017;MY;;;;
40651;23/01/2017;TW;;;;
40660;18/05/2017;TH;;;;
40664;29/04/2017;PH;;;;
40670;20/05/2017;PH;;;;
40672;16/01/2017;MY;;;;
40678;15/05/2017;VN;;;;
40686;17/02/2017;SG;;;;
40689;14/05/2017;MY;;;;
40691;27/04/2017;PH;;;;
40696;09/02/2017;VN;;;;
40701;18/02/2017;MY;;;;
40705;03/03/2017;VN;;;;
40707;01/04/2017;ID;;;;
40709;10/03/2017;SG;;;;
40715;19/02/2017;SG;;;;
40723;04/04/2017;PH;;;;
40727;18/01/2017;MY;;;;
40734;09/04/2017;TH;;;;
40736;08/02/2017;TH;;;;
40742;28/01/2017;SG;;;;
40746;13/03/2017;MY;;;;
40750;14/05/2017;ID;;;;
40751;04/05/2017;MY;;;;
40758;01/01/2017;PH;;;;
40766;03/04/2017;ID;;;;
40770;02/03/2017;PH;;;;
40776;21/03/2017;TW;;;;
40780;07/03/2017;ID;;;;
40789;18/05/2017;TW;;;;
40796;05/05/2017;PH;;;;
40802;29/04/2017;MY;;;;
40811;17/05/2017;ID;;;;
40817;10/03/2017;PH;;;;
40820;01/04/2017;MY;;;;
40821;03/01/2017;PH;;;;
40823;28/02/2017;VN;;;;
40829;25/01/2017;MY;;;;
40831;31/01/2017;VN;;;;
40841;03/05/2017;SG;;;;
40849;03/02/2017;TH;;;;
40855;17/05/2017;PH;;;;
40860;04/04/2017;VN;;;;
40867;05/05/2017;SG;;;;
40874;22/03/2017;VN;;;;
40881;06/03/2017;MY;;;;
40889;21/01/2017;TW;;;;
40895;20/04/2017;ID;;;;
40904;16/02/2017;SG;;;;
40907;11/01/2017;PH;;;;
40916;23/03/2017;VN;;;;
40924;14/02/2017;SG;;;;
40931;14/05/2017;TW;;;;
40935;07/01/2017;SG;;;;
40942;22/01/2017;MY;;;;
40952;01/04/2017;TH;;;;
40958;02/04/2017;VN;;;;
40961;17/04/2017;PH;;;;
40967;21/04/2017;MY;;;;
40973;31/01/2017;TW;;;;
40978;19/04/2017;ID;;;;
40983;31/01/2017;VN;;;;
40988;11/02/2017;PH;;;;
40994;21/01/2017;TH;;;;
40998;09/01/2017;TH;;;;
41007;12/05/2017;PH;;;;
41012;13/01/2017;SG;;;;
41022;26/01/2017;TW;;;;
41023;31/01/2017;ID;;;;
41029;24/04/2017;TW;;;;
41032;01/04/2017;VN;;;;
41040;14/03/2017;TW;;;;
41048;26/03/2017;SG;;;;
41058;10/01/2017;MY;;;;
41066;07/04/2017;ID;;;;
41070;21/01/2017;ID;;;;
41078;27/02/2017;MY;;;;
41088;28/04/2017;ID;;;;
41090;05/02/2017;MY;;;;
41100;28/02/2017;TW;;;;
41103;18/03/2017;MY;;;;
41108;07/03/2017;ID;;;;
41112;26/05/2017;ID;;;;
41121;22/04/2017;TH;;;;
41126;14/01/2017;PH;;;;
41127;23/05/2017;VN;;;;
41136;15/04/2017;SG;;;;
41141;10/02/2017;TW;;;;
41149;29/03/2017;PH;;;;
41156;07/02/2017;PH;;;;
41164;16/01/2017;TH;;;;
41166;05/02/2017;ID;;;;
41176;11/05/2017;ID;;;;
41179;10/03/2017;VN;;;;
41188;03/01/2017;TH;;;;
41192;15/01/2017;TH;;;;
41195;10/03/2017;TW;;;;
41199;10/04/2017;ID;;;;
41200;07/01/2017;SG;;;;
41201;03/05/2017;PH;;;;
41207;18/05/2017;VN;;;;
41217;20/02/2017;PH;;;;
41222;08/02/2017;TW;;;;
41230;14/02/2017;MY;;;;
41231;12/01/2017;SG;;;;
41236;28/01/2017;PH;;;;
41238;28/02/2017;MY;;;;
41242;20/04/2017;VN;;;;
41249;21/01/2017;TW;;;;
41250;01/04/2017;PH;;;;
41260;30/01/2017;VN;;;;
41263;06/02/2017;PH;;;;
41266;20/04/2017;TH;;;;
41267;27/03/2017;TH;;;;
41270;09/01/2017;TH;;;;
41278;05/02/2017;TW;;;;
41283;19/03/2017;TW;;;;
41287;11/03/2017;ID;;;;
41297;14/04/2017;PH;;;;
41305;17/03/2017;TH;;;;
41312;23/03/2017;ID;;;;
41313;14/04/2017;SG;;;;
41314;26/01/2017;TH;;;;
41318;12/05/2017;SG;;;;
41328;05/02/2017;TW;;;;
41330;28/01/2017;VN;;;;
41339;03/01/2017;PH;;;;
41340;04/01/2017;SG;;;;
41346;16/03/2017;SG;;;;
41349;24/05/2017;ID;;;;
41357;23/01/2017;TH;;;;
41365;03/02/2017;TH;;;;
41371;15/01/2017;VN;;;;
41379;21/02/2017;VN;;;;
41384;12/04/2017;PH;;;;
41385;02/05/2017;SG;;;;
41394;10/01/2017;MY;;;;
41404;29/01/2017;VN;;;;
41414;22/03/2017;PH;;;;
41417;03/01/2017;SG;;;;
41420;11/04/2017;TW;;;;
41430;20/04/2017;ID;;;;
41431;11/05/2017;MY;;;;
41432;24/05/2017;PH;;;;
41441;23/01/2017;SG;;;;
41450;14/02/2017;PH;;;;
41454;25/03/2017;VN;;;;
41455;14/04/2017;SG;;;;
41465;31/03/2017;TH;;;;
41475;02/03/2017;MY;;;;
41479;12/05/2017;TH;;;;
41485;26/04/2017;MY;;;;
41490;30/03/2017;VN;;;;
41496;06/01/2017;TH;;;;
41505;16/01/2017;SG;;;;
41507;09/05/2017;TW;;;;
41513;27/02/2017;PH;;;;
41523;01/01/2017;SG;;;;
41528;17/03/2017;TH;;;;
41533;17/04/2017;VN;;;;
41538;14/04/2017;MY;;;;
41546;01/04/2017;PH;;;;
41551;12/04/2017;ID;;;;
41554;12/04/2017;PH;;;;
41561;28/04/2017;SG;;;;
41569;11/02/2017;MY;;;;
41579;19/04/2017;SG;;;;
41583;03/01/2017;MY;;;;
41588;16/02/2017;MY;;;;
41598;24/04/2017;TW;;;;
41604;21/03/2017;SG;;;;
41607;30/03/2017;TW;;;;
41611;13/02/2017;PH;;;;
41612;30/01/2017;PH;;;;
41615;11/05/2017;TH;;;;
41616;17/05/2017;SG;;;;
41618;08/02/2017;ID;;;;
41625;30/05/2017;VN;;;;
41630;17/01/2017;MY;;;;
41633;29/01/2017;VN;;;;
41638;19/05/2017;MY;;;;
41639;07/03/2017;VN;;;;
41645;31/01/2017;TH;;;;
41648;22/04/2017;ID;;;;
41654;28/03/2017;ID;;;;
41660;15/01/2017;TH;;;;
41666;30/04/2017;PH;;;;
41667;08/01/2017;ID;;;;
41669;26/05/2017;VN;;;;
41672;23/02/2017;PH;;;;
41678;29/05/2017;MY;;;;
41685;12/01/2017;SG;;;;
41694;24/03/2017;PH;;;;
41704;20/01/2017;VN;;;;
41708;09/03/2017;TW;;;;
41711;30/05/2017;ID;;;;
41716;18/01/2017;TW;;;;
41718;03/01/2017;ID;;;;
41721;23/05/2017;MY;;;;
41725;04/01/2017;SG;;;;
41726;19/04/2017;TW;;;;
41736;12/03/2017;TW;;;;
41741;13/04/2017;SG;;;;
41745;31/01/2017;TH;;;;
41750;13/04/2017;MY;;;;
41752;14/04/2017;TW;;;;
41755;22/05/2017;VN;;;;
41756;11/03/2017;SG;;;;
41760;23/01/2017;MY;;;;
41763;25/01/2017;SG;;;;
41768;03/02/2017;ID;;;;
41772;23/05/2017;PH;;;;
41774;05/03/2017;VN;;;;
41783;14/05/2017;SG;;;;
41790;18/01/2017;VN;;;;
41796;15/04/2017;TW;;;;
41801;06/02/2017;ID;;;;
41805;08/05/2017;PH;;;;
41813;08/04/2017;SG;;;;
41820;24/01/2017;SG;;;;
41825;23/02/2017;PH;;;;
41832;31/01/2017;ID;;;;
41839;01/02/2017;SG;;;;
41843;21/04/2017;ID;;;;
41846;31/05/2017;PH;;;;
41847;13/04/2017;PH;;;;
41848;17/01/2017;TH;;;;
41850;25/03/2017;PH;;;;
41853;23/05/2017;SG;;;;
41857;10/01/2017;ID;;;;
41862;19/04/2017;SG;;;;
41870;29/03/2017;ID;;;;
41878;28/01/2017;ID;;;;
41887;09/03/2017;TW;;;;
41893;10/05/2017;ID;;;;
41902;01/04/2017;MY;;;;
41904;03/05/2017;VN;;;;
41910;06/03/2017;TH;;;;
41913;20/03/2017;ID;;;;
41919;12/05/2017;TW;;;;
41921;22/01/2017;TH;;;;
41922;01/02/2017;TW;;;;
41931;05/02/2017;SG;;;;
41939;13/01/2017;TW;;;;
41948;24/04/2017;ID;;;;
41955;06/05/2017;ID;;;;
41959;12/03/2017;PH;;;;
41960;30/05/2017;MY;;;;
41968;09/04/2017;PH;;;;
41971;16/03/2017;VN;;;;
41978;26/03/2017;TW;;;;
41981;03/03/2017;PH;;;;
41984;18/01/2017;TH;;;;
41989;18/02/2017;PH;;;;
41995;07/02/2017;SG;;;;
41997;04/03/2017;PH;;;;
42002;11/04/2017;PH;;;;
42007;01/02/2017;MY;;;;
42015;03/04/2017;TH;;;;
42021;03/05/2017;PH;;;;
42027;20/04/2017;ID;;;;
42037;27/02/2017;ID;;;;
42046;22/01/2017;MY;;;;
42051;12/05/2017;TH;;;;
42061;16/02/2017;SG;;;;
42070;18/01/2017;MY;;;;
42073;02/04/2017;MY;;;;
42079;20/01/2017;SG;;;;
42087;07/04/2017;TW;;;;
42092;04/04/2017;PH;;;;
42099;07/04/2017;ID;;;;
42105;21/05/2017;ID;;;;
42113;16/05/2017;ID;;;;
42120;03/02/2017;PH;;;;
42126;28/03/2017;TH;;;;
42136;15/01/2017;VN;;;;
42143;15/03/2017;PH;;;;
42149;24/05/2017;ID;;;;
42153;05/04/2017;PH;;;;
42154;31/01/2017;TH;;;;
42156;15/05/2017;TW;;;;
42157;30/03/2017;MY;;;;
42160;12/01/2017;ID;;;;
42161;11/02/2017;TW;;;;
42163;11/04/2017;TW;;;;
42166;13/02/2017;MY;;;;
42176;21/03/2017;TW;;;;
42185;07/04/2017;PH;;;;
42194;04/03/2017;VN;;;;
42198;06/05/2017;TH;;;;
42203;31/01/2017;MY;;;;
42208;27/02/2017;TH;;;;
42213;05/04/2017;TW;;;;
42221;20/03/2017;TW;;;;
42229;29/03/2017;MY;;;;
42230;05/05/2017;TW;;;;
42238;02/01/2017;TH;;;;
42242;26/05/2017;SG;;;;
42250;09/03/2017;MY;;;;
42258;20/03/2017;SG;;;;
42263;28/02/2017;SG;;;;
42264;26/03/2017;TW;;;;
42272;01/02/2017;ID;;;;
42278;05/05/2017;SG;;;;
42287;04/02/2017;ID;;;;
42297;09/01/2017;VN;;;;
42307;15/02/2017;TW;;;;
42311;29/01/2017;VN;;;;
42312;16/05/2017;ID;;;;
42316;21/02/2017;SG;;;;
42317;14/03/2017;TH;;;;
42320;16/02/2017;PH;;;;
42325;16/05/2017;SG;;;;
42335;16/04/2017;ID;;;;
42344;09/04/2017;TH;;;;
42349;19/05/2017;VN;;;;
42359;05/03/2017;MY;;;;
42362;10/03/2017;TH;;;;
42365;20/02/2017;VN;;;;
42372;23/02/2017;VN;;;;
42380;01/02/2017;SG;;;;
42388;19/01/2017;ID;;;;
42396;21/01/2017;VN;;;;
42397;20/04/2017;SG;;;;
42406;12/01/2017;TH;;;;
42416;04/05/2017;TW;;;;
42421;02/05/2017;SG;;;;
42423;12/01/2017;ID;;;;
42424;06/05/2017;VN;;;;
42434;02/01/2017;MY;;;;
42435;13/05/2017;SG;;;;
42436;24/02/2017;MY;;;;
42439;05/04/2017;TW;;;;
42446;27/01/2017;TW;;;;
42455;19/02/2017;VN;;;;
42461;01/03/2017;SG;;;;
42467;06/02/2017;VN;;;;
42471;30/03/2017;MY;;;;
42473;25/01/2017;TW;;;;
42474;24/01/2017;TH;;;;
42481;02/03/2017;VN;;;;
42485;22/01/2017;TH;;;;
42486;08/04/2017;VN;;;;
42488;06/01/2017;PH;;;;
42492;20/05/2017;PH;;;;
42495;04/01/2017;SG;;;;
42501;06/05/2017;PH;;;;
42503;28/04/2017;TW;;;;
42507;20/04/2017;PH;;;;
42513;25/03/2017;VN;;;;
42522;11/02/2017;SG;;;;
42529;14/05/2017;SG;;;;
42537;03/05/2017;SG;;;;
42541;06/04/2017;TH;;;;
42550;22/04/2017;VN;;;;
42560;06/04/2017;TH;;;;
42561;14/01/2017;ID;;;;
42565;08/02/2017;TH;;;;
42574;02/01/2017;ID;;;;
42584;12/01/2017;TH;;;;
42592;26/01/2017;VN;;;;
42598;06/05/2017;TH;;;;
42605;01/06/2017;TH;;;;
42615;16/01/2017;ID;;;;
42625;28/02/2017;MY;;;;
42632;07/05/2017;TW;;;;
42642;02/05/2017;ID;;;;
42652;09/02/2017;TH;;;;
42653;19/02/2017;ID;;;;
42658;03/02/2017;TW;;;;
42662;01/06/2017;MY;;;;
42669;06/04/2017;SG;;;;
42674;18/03/2017;TH;;;;
42682;12/03/2017;PH;;;;
42690;22/03/2017;VN;;;;
42699;24/03/2017;SG;;;;
42700;26/02/2017;VN;;;;
42701;17/05/2017;TH;;;;
42708;20/03/2017;MY;;;;
42709;10/02/2017;MY;;;;
42719;18/05/2017;TW;;;;
42727;18/02/2017;TH;;;;
42733;16/05/2017;VN;;;;
42738;06/03/2017;TW;;;;
42743;11/04/2017;PH;;;;
42747;28/03/2017;TW;;;;
42754;07/03/2017;TW;;;;
42756;21/01/2017;PH;;;;
42762;14/02/2017;VN;;;;
42768;28/01/2017;TH;;;;
42777;16/05/2017;MY;;;;
42783;22/04/2017;VN;;;;
42790;17/04/2017;PH;;;;
42799;13/02/2017;TW;;;;
42802;15/05/2017;ID;;;;
42811;03/01/2017;VN;;;;
42812;23/04/2017;SG;;;;
42819;15/03/2017;TW;;;;
42823;22/03/2017;SG;;;;
42824;15/04/2017;MY;;;;
42828;04/03/2017;MY;;;;
42837;03/05/2017;ID;;;;
42840;19/04/2017;PH;;;;
42850;31/05/2017;ID;;;;
42852;01/03/2017;VN;;;;
42857;01/03/2017;PH;;;;
42866;10/03/2017;PH;;;;
42869;04/05/2017;MY;;;;
42872;01/03/2017;MY;;;;
42881;07/05/2017;MY;;;;
42890;06/03/2017;ID;;;;
42899;05/02/2017;ID;;;;
42908;12/01/2017;ID;;;;
42913;26/05/2017;TW;;;;
42914;15/04/2017;TW;;;;
42919;16/03/2017;TH;;;;
42920;10/01/2017;VN;;;;
42921;21/01/2017;TH;;;;
42929;03/01/2017;TW;;;;
42939;15/01/2017;SG;;;;
42940;02/01/2017;MY;;;;
42946;27/02/2017;TH;;;;
42955;16/02/2017;TW;;;;
42963;29/01/2017;TH;;;;
42967;25/01/2017;PH;;;;
42972;15/02/2017;PH;;;;
42976;06/04/2017;VN;;;;
42983;21/02/2017;MY;;;;
42989;17/02/2017;MY;;;;
42999;11/04/2017;VN;;;;
43006;05/03/2017;TW;;;;
43014;17/04/2017;MY;;;;
43024;17/02/2017;MY;;;;
43032;14/05/2017;PH;;;;
43033;09/04/2017;PH;;;;
43034;30/01/2017;VN;;;;
43035;06/03/2017;VN;;;;
43044;31/03/2017;ID;;;;
43048;10/03/2017;TW;;;;
43049;20/05/2017;SG;;;;
43056;23/01/2017;MY;;;;
43058;16/01/2017;ID;;;;
43065;28/02/2017;ID;;;;
43072;04/05/2017;SG;;;;
43079;09/03/2017;ID;;;;
43081;07/02/2017;MY;;;;
43091;09/02/2017;TW;;;;
43092;27/02/2017;SG;;;;
43099;30/04/2017;TH;;;;
43109;19/04/2017;TH;;;;
43118;25/02/2017;TW;;;;
43126;28/03/2017;TW;;;;
43136;17/01/2017;PH;;;;
43138;28/05/2017;ID;;;;
43143;06/04/2017;VN;;;;
43150;16/02/2017;VN;;;;
43155;16/02/2017;PH;;;;
43158;18/05/2017;ID;;;;
43164;18/01/2017;PH;;;;
43172;05/05/2017;ID;;;;
43177;18/03/2017;ID;;;;
43186;20/02/2017;PH;;;;
43190;02/02/2017;SG;;;;
43197;05/02/2017;SG;;;;
43201;11/05/2017;TH;;;;
43205;21/03/2017;PH;;;;
43214;19/04/2017;ID;;;;
43218;25/03/2017;PH;;;;
43221;22/05/2017;ID;;;;
43230;05/02/2017;TW;;;;
43236;28/02/2017;VN;;;;
43246;22/02/2017;MY;;;;
43253;13/02/2017;TH;;;;
43255;19/03/2017;TH;;;;
43264;03/02/2017;VN;;;;
43267;23/02/2017;TH;;;;
43276;15/04/2017;ID;;;;
43285;26/04/2017;MY;;;;
43295;11/04/2017;TH;;;;
43296;08/04/2017;TW;;;;
43304;06/04/2017;VN;;;;
43312;27/04/2017;PH;;;;
43319;21/04/2017;PH;;;;
43320;09/01/2017;ID;;;;
43323;09/05/2017;TW;;;;
43333;09/01/2017;TW;;;;
43342;03/03/2017;TW;;;;
43345;02/02/2017;SG;;;;
43347;04/01/2017;MY;;;;
43350;26/02/2017;VN;;;;
43352;11/05/2017;TH;;;;
43355;29/01/2017;ID;;;;
43358;31/03/2017;PH;;;;
43363;06/03/2017;TW;;;;
43373;06/05/2017;TW;;;;
43374;12/04/2017;SG;;;;
43383;29/05/2017;TH;;;;
43384;15/03/2017;PH;;;;
43388;14/04/2017;TH;;;;
43395;27/05/2017;MY;;;;
43398;18/02/2017;TH;;;;
43404;08/02/2017;TH;;;;
43410;24/04/2017;TH;;;;
43417;08/04/2017;PH;;;;
43418;25/03/2017;TH;;;;
43428;14/03/2017;ID;;;;
43435;22/01/2017;TW;;;;
43439;15/02/2017;ID;;;;
43441;06/05/2017;PH;;;;
43449;06/05/2017;MY;;;;
43451;07/01/2017;SG;;;;
43459;15/05/2017;VN;;;;
43461;09/01/2017;VN;;;;
43468;23/01/2017;TH;;;;
43469;08/01/2017;MY;;;;
43474;06/02/2017;SG;;;;
43477;20/05/2017;ID;;;;
43483;24/03/2017;ID;;;;
43488;31/05/2017;PH;;;;
43492;25/03/2017;SG;;;;
43499;27/05/2017;SG;;;;
43504;24/04/2017;VN;;;;
43512;02/04/2017;MY;;;;
43514;28/05/2017;MY;;;;
43520;26/05/2017;TH;;;;
43525;06/02/2017;TH;;;;
43532;26/05/2017;MY;;;;
43541;15/03/2017;TH;;;;
43545;11/02/2017;ID;;;;
43554;11/01/2017;VN;;;;
43561;20/03/2017;MY;;;;
43571;07/04/2017;ID;;;;
43573;22/05/2017;TW;;;;
43576;29/01/2017;TH;;;;
43585;30/05/2017;VN;;;;
43593;13/04/2017;MY;;;;
43603;16/02/2017;VN;;;;
43608;28/04/2017;MY;;;;
43612;23/03/2017;TH;;;;
43620;04/05/2017;PH;;;;
43629;27/01/2017;PH;;;;
43638;14/05/2017;VN;;;;
43641;08/03/2017;PH;;;;
43646;20/04/2017;SG;;;;
43648;12/04/2017;TH;;;;
43654;30/04/2017;TW;;;;
43662;02/01/2017;VN;;;;
43665;30/04/2017;VN;;;;
43669;23/03/2017;SG;;;;
43678;26/04/2017;PH;;;;
43682;02/05/2017;TW;;;;
43688;03/02/2017;MY;;;;
43691;02/01/2017;TH;;;;
43700;14/04/2017;SG;;;;
43710;15/04/2017;MY;;;;
43717;13/03/2017;ID;;;;
43723;21/03/2017;ID;;;;
43727;08/03/2017;SG;;;;
43734;23/03/2017;SG;;;;
43735;27/02/2017;TH;;;;
43736;25/01/2017;TW;;;;
43739;28/01/2017;ID;;;;
43744;19/02/2017;VN;;;;
43753;23/05/2017;TH;;;;
43762;08/03/2017;VN;;;;
43770;12/04/2017;VN;;;;
